Timestamp,Machine ID,Operator ID,Weather,Engine Hours,Fuel Used (L),Load Cycles,Idling Time (min),Seatbelt Status,Safety Alert Triggered
2025-05-11 04:34:18,EXC004,OP1002,Cloudy,1563.6,3.1,8,27,Fastened,No
2025-05-10 00:50:43,EXC004,OP1002,Cloudy,1568.1,0.6,2,42,Fastened,No
2025-05-09 07:16:48,EXC005,OP1001,Sunny,1572.3,2.1,6,14,Fastened,No
2025-05-10 01:45:58,EXC002,OP1001,Sunny,1577.3,0.5,2,36,Fastened,No
2025-05-10 03:01:58,EXC001,OP1003,Sunny,1586.1,8.1,17,12,Fastened,No
2025-05-12 04:33:24,EXC003,OP1003,Cloudy,1562.4,0.5,0,29,Fastened,No
2025-05-10 00:19:24,EXC001,OP1010,Sunny,1591.8,4.7,10,36,Fastened,No
2025-05-10 09:30:33,EXC005,OP1002,Cloudy,1579.0,4.1,9,51,Fastened,No
2025-05-13 03:58:00,EXC002,OP1006,Cloudy,1583.2,3.1,6,24,Fastened,No
2025-05-13 02:34:59,EXC005,OP1005,Windy,1583.4,2.7,5,80,Fastened,No
2025-05-11 13:58:19,EXC001,OP1008,Rainy,1597.8,3.2,5,32,Fastened,No
2025-05-14 03:31:42,EXC001,OP1004,Rainy,1604.7,0.5,3,34,Fastened,No
2025-05-11 16:04:07,EXC004,OP1007,Rainy,1572.6,3.9,9,35,Fastened,Yes
2025-05-12 09:39:35,EXC003,OP1007,Windy,1566.8,2.2,5,17,Fastened,No
2025-05-13 04:35:40,EXC005,OP1010,Cloudy,1589.2,4.7,10,32,Fastened,No
2025-05-11 21:23:28,EXC001,OP1003,Cloudy,1610.5,8.0,16,47,Fastened,No
2025-05-13 17:49:50,EXC003,OP1004,Rainy,1571.1,3.7,10,60,Fastened,No
2025-05-15 04:23:45,EXC005,OP1008,Cloudy,1595.5,3.4,9,15,Fastened,No
2025-05-16 00:06:53,EXC003,OP1008,Rainy,1576.3,1.8,3,35,Fastened,No
2025-05-16 01:45:54,EXC004,OP1008,Windy,1577.9,3.3,7,31,Fastened,No
2025-05-15 09:21:26,EXC001,OP1008,Cloudy,1616.1,3.9,7,25,Fastened,No
2025-05-15 13:05:14,EXC004,OP1005,Cloudy,1582.6,3.7,6,57,Fastened,Yes
2025-05-16 20:36:29,EXC001,OP1001,Cloudy,1620.7,2.9,8,24,Fastened,No
2025-05-13 19:51:56,EXC004,OP1001,Cloudy,1588.3,5.1,13,6,Fastened,No
2025-05-16 18:45:52,EXC001,OP1006,Windy,1627.7,4.2,8,33,Fastened,No
2025-05-15 11:03:18,EXC003,OP1010,Rainy,1580.6,2.6,8,46,Fastened,No
2025-05-16 01:05:49,EXC004,OP1009,Sunny,1593.8,4.2,10,26,Unfastened,Yes
2025-05-14 10:14:47,EXC001,OP1009,Sunny,1633.5,6.5,13,25,Unfastened,Yes
2025-05-15 22:50:41,EXC004,OP1003,Windy,1598.9,5.7,12,48,Fastened,No
2025-05-14 02:23:39,EXC001,OP1010,Windy,1638.0,2.7,7,52,Fastened,No
2025-05-17 06:19:45,EXC005,OP1002,Windy,1600.3,2.1,3,38,Fastened,No
2025-05-15 01:22:27,EXC003,OP1004,Rainy,1586.2,4.1,9,37,Fastened,No
2025-05-18 09:35:05,EXC003,OP1003,Rainy,1590.3,6.1,13,50,Fastened,No
2025-05-17 13:18:21,EXC001,OP1009,Sunny,1642.1,1.3,2,12,Fastened,No
2025-05-16 07:42:18,EXC003,OP1009,Windy,1595.8,5.1,10,43,Fastened,No
2025-05-17 16:54:20,EXC001,OP1009,Rainy,1646.8,3.0,9,44,Fastened,No
2025-05-15 01:34:22,EXC005,OP1004,Windy,1604.7,3.0,9,37,Fastened,No
2025-05-18 22:30:10,EXC001,OP1001,Sunny,1651.0,5.8,13,8,Fastened,No
2025-05-18 17:27:21,EXC002,OP1007,Cloudy,1589.3,5.9,16,40,Fastened,No
2025-05-17 18:19:37,EXC004,OP1010,Windy,1604.4,4.1,10,43,Fastened,No
2025-05-20 19:49:49,EXC001,OP1009,Cloudy,1657.5,4.0,10,59,Fastened,No
2025-05-16 08:10:22,EXC001,OP1008,Rainy,1664.2,5.2,12,43,Fastened,No
2025-05-16 14:36:32,EXC002,OP1001,Sunny,1594.9,3.8,10,18,Fastened,No
2025-05-21 10:33:55,EXC003,OP1009,Cloudy,1602.3,2.2,5,41,Unfastened,Yes
2025-05-22 13:04:55,EXC002,OP1007,Rainy,1599.8,1.3,1,51,Fastened,No
2025-05-23 09:31:28,EXC005,OP1008,Sunny,1610.1,1.9,5,19,Fastened,No
2025-05-20 10:29:56,EXC001,OP1002,Windy,1668.7,6.2,15,49,Unfastened,Yes
2025-05-20 17:41:44,EXC004,OP1004,Sunny,1609.9,0.5,0,33,Fastened,No
2025-05-21 09:26:23,EXC003,OP1003,Windy,1607.9,2.5,6,21,Fastened,No
2025-05-18 14:00:21,EXC005,OP1008,Windy,1616.3,4.0,7,27,Fastened,No
2025-05-20 08:51:19,EXC002,OP1009,Sunny,1604.9,4.4,9,2,Fastened,No
2025-05-21 18:06:36,EXC005,OP1001,Sunny,1621.9,3.7,10,11,Fastened,No
2025-05-20 20:00:33,EXC003,OP1002,Sunny,1612.6,2.9,6,49,Fastened,No
2025-05-22 12:39:00,EXC001,OP1006,Rainy,1673.5,4.6,10,38,Fastened,No
2025-05-25 07:28:54,EXC003,OP1002,Cloudy,1617.7,2.8,6,32,Fastened,No
2025-05-23 14:13:35,EXC005,OP1007,Cloudy,1626.9,2.4,8,7,Fastened,No
2025-05-21 23:38:39,EXC002,OP1004,Rainy,1609.4,2.9,9,37,Fastened,No
2025-05-26 01:15:21,EXC005,OP1003,Windy,1631.0,0.5,1,31,Fastened,No
2025-05-26 19:49:33,EXC003,OP1005,Windy,1624.1,1.3,2,75,Fastened,Yes
2025-05-20 05:31:22,EXC004,OP1003,Cloudy,1615.4,6.1,10,14,Fastened,No
2025-05-23 09:24:36,EXC001,OP1005,Rainy,1679.8,3.7,8,56,Fastened,No
2025-05-22 22:54:17,EXC004,OP1005,Sunny,1621.7,7.2,13,39,Fastened,No
2025-05-20 20:07:26,EXC002,OP1004,Cloudy,1614.3,3.3,7,17,Fastened,No
2025-05-27 04:06:44,EXC003,OP1008,Windy,1630.3,2.8,5,23,Fastened,No
2025-05-25 18:36:09,EXC005,OP1005,Cloudy,1635.3,6.5,10,51,Unfastened,Yes
2025-05-20 17:02:41,EXC003,OP1010,Cloudy,1635.3,3.7,9,20,Fastened,No
2025-05-21 06:01:15,EXC003,OP1007,Sunny,1641.3,2.9,8,13,Fastened,Yes
2025-05-26 22:22:37,EXC004,OP1010,Sunny,1626.5,2.3,5,38,Fastened,No
2025-05-25 20:47:24,EXC005,OP1006,Cloudy,1641.9,2.2,6,49,Fastened,No
2025-05-21 21:45:45,EXC005,OP1005,Sunny,1647.9,5.3,9,39,Fastened,No
2025-05-25 21:43:56,EXC003,OP1010,Windy,1648.0,1.4,5,58,Fastened,No
2025-05-30 09:15:26,EXC005,OP1005,Sunny,1652.9,4.6,9,30,Fastened,No
2025-05-28 03:04:59,EXC004,OP1004,Rainy,1631.2,4.9,11,33,Fastened,No
2025-05-26 05:44:38,EXC005,OP1004,Sunny,1657.3,4.7,13,17,Fastened,No
2025-05-28 01:16:02,EXC005,OP1009,Sunny,1663.2,5.4,11,15,Fastened,No
2025-05-26 12:10:21,EXC004,OP1004,Sunny,1637.1,2.3,5,40,Fastened,No
2025-05-24 09:51:02,EXC001,OP1001,Cloudy,1683.9,4.3,9,7,Fastened,No
2025-05-27 02:43:28,EXC002,OP1009,Rainy,1618.7,0.5,0,53,Unfastened,Yes
2025-05-28 09:35:18,EXC003,OP1002,Windy,1654.7,6.6,15,63,Fastened,No
2025-05-26 08:57:35,EXC002,OP1009,Sunny,1623.2,2.2,5,28,Fastened,No
2025-05-24 08:33:33,EXC003,OP1002,Sunny,1661.4,1.7,4,42,Fastened,No
2025-05-26 21:05:50,EXC001,OP1003,Cloudy,1690.5,3.1,9,22,Fastened,No
2025-05-27 14:41:18,EXC002,OP1007,Cloudy,1628.6,2.6,6,29,Fastened,No
2025-05-27 13:39:42,EXC002,OP1002,Sunny,1632.9,3.9,8,33,Fastened,No
2025-05-29 17:41:48,EXC001,OP1002,Cloudy,1696.2,3.8,8,38,Fastened,No
2025-05-30 10:26:12,EXC004,OP1001,Cloudy,1643.5,3.2,8,40,Fastened,No
2025-05-27 21:56:32,EXC004,OP1003,Rainy,1649.8,5.1,10,34,Fastened,No
2025-05-26 21:57:29,EXC003,OP1008,Sunny,1665.6,1.4,5,15,Fastened,No
2025-05-26 19:40:05,EXC002,OP1006,Cloudy,1638.3,1.0,3,27,Fastened,No
2025-06-03 17:53:33,EXC002,OP1006,Cloudy,1645.1,3.3,7,24,Fastened,No
2025-05-27 09:56:37,EXC003,OP1008,Windy,1670.8,3.4,7,24,Fastened,No
2025-05-26 04:58:17,EXC004,OP1003,Windy,1654.7,10.0,18,47,Fastened,No
2025-05-28 22:46:32,EXC004,OP1008,Sunny,1660.8,5.0,10,23,Fastened,No
2025-05-27 16:10:41,EXC005,OP1002,Cloudy,1669.7,3.1,8,32,Unfastened,Yes
2025-05-30 22:42:32,EXC003,OP1009,Windy,1676.0,2.5,5,44,Fastened,No
2025-05-31 16:02:06,EXC002,OP1010,Cloudy,1649.2,5.4,12,38,Fastened,No
2025-05-29 07:33:23,EXC003,OP1007,Windy,1681.2,2.6,6,20,Fastened,No
2025-06-02 02:05:18,EXC001,OP1003,Windy,1702.4,5.8,11,34,Unfastened,Yes
2025-05-28 00:42:07,EXC005,OP1002,Rainy,1675.0,3.2,8,66,Fastened,No
2025-06-03 06:24:32,EXC003,OP1002,Windy,1685.8,0.5,0,40,Unfastened,Yes
2025-06-06 20:40:58,EXC003,OP1005,Windy,1689.9,3.7,7,52,Fastened,No
2025-06-03 19:46:14,EXC005,OP1002,Sunny,1679.7,5.0,11,40,Fastened,No
2025-06-03 03:58:58,EXC004,OP1006,Windy,1665.4,4.0,5,38,Fastened,No
2025-06-03 14:44:45,EXC002,OP1004,Rainy,1655.7,0.8,2,58,Fastened,No
2025-05-31 01:36:28,EXC003,OP1005,Sunny,1696.0,2.1,4,30,Fastened,No
2025-06-02 20:40:02,EXC004,OP1003,Sunny,1672.1,0.5,1,15,Fastened,No
2025-05-30 17:28:46,EXC004,OP1002,Cloudy,1677.2,5.3,12,29,Fastened,No
2025-06-08 09:04:31,EXC001,OP1005,Cloudy,1706.9,6.0,10,47,Fastened,No
2025-06-03 09:08:18,EXC002,OP1008,Sunny,1662.0,3.8,8,20,Fastened,No
2025-06-02 03:13:43,EXC005,OP1008,Windy,1684.3,0.6,2,27,Fastened,No
2025-06-07 16:53:51,EXC001,OP1006,Windy,1712.9,5.1,13,22,Fastened,No
2025-05-31 21:25:30,EXC005,OP1003,Rainy,1689.0,1.8,3,58,Fastened,No
2025-06-01 07:07:17,EXC002,OP1003,Sunny,1667.1,5.2,11,36,Fastened,No
2025-06-02 10:06:44,EXC004,OP1009,Windy,1682.5,5.3,12,19,Fastened,No
2025-06-01 11:07:41,EXC004,OP1004,Sunny,1687.4,0.9,4,26,Fastened,No
2025-05-29 22:05:27,EXC002,OP1009,Windy,1672.1,1.1,3,23,Fastened,No
2025-06-06 20:45:37,EXC002,OP1003,Windy,1678.4,2.8,5,35,Fastened,No
2025-06-08 05:10:46,EXC005,OP1005,Sunny,1694.6,0.6,2,33,Fastened,No
2025-06-05 16:22:48,EXC003,OP1007,Cloudy,1702.7,0.5,0,24,Fastened,No
2025-06-05 05:41:01,EXC003,OP1004,Windy,1706.8,2.8,7,24,Fastened,No
2025-06-02 08:43:32,EXC002,OP1009,Sunny,1685.1,4.0,9,34,Fastened,No
2025-06-03 04:40:04,EXC001,OP1010,Sunny,1719.4,4.4,9,48,Fastened,No
2025-06-01 17:45:03,EXC003,OP1009,Sunny,1712.5,4.7,9,9,Unfastened,Yes
2025-06-02 11:34:53,EXC005,OP1004,Sunny,1701.4,3.3,7,45,Fastened,No
2025-06-04 11:16:19,EXC003,OP1004,Cloudy,1718.0,1.2,0,39,Fastened,No
2025-06-10 09:24:31,EXC005,OP1002,Windy,1706.6,3.5,9,39,Fastened,No
2025-06-13 15:04:46,EXC005,OP1003,Cloudy,1712.9,0.5,2,42,Fastened,No
2025-06-09 21:03:20,EXC004,OP1009,Rainy,1693.1,3.7,10,43,Fastened,No
2025-06-03 12:51:10,EXC005,OP1003,Cloudy,1719.4,5.6,11,15,Fastened,No
2025-06-14 06:33:43,EXC001,OP1007,Windy,1723.5,2.9,8,19,Fastened,No
2025-06-09 08:03:03,EXC003,OP1001,Cloudy,1722.6,4.1,9,11,Fastened,No
2025-06-08 12:31:29,EXC002,OP1009,Cloudy,1689.3,2.5,6,18,Fastened,No
2025-06-06 12:18:42,EXC004,OP1010,Cloudy,1699.6,2.4,6,16,Fastened,No
2025-06-03 10:54:27,EXC005,OP1005,Sunny,1723.6,2.9,7,56,Fastened,No
2025-06-16 12:29:25,EXC003,OP1010,Sunny,1727.9,2.5,9,21,Fastened,No
2025-06-07 08:08:36,EXC004,OP1008,Windy,1706.1,5.0,9,31,Fastened,Yes
2025-06-10 00:57:24,EXC005,OP1006,Windy,1728.8,4.1,8,28,Fastened,Yes
2025-06-10 15:36:19,EXC003,OP1009,Windy,1733.7,2.1,5,45,Fastened,No
2025-06-09 14:34:05,EXC002,OP1004,Windy,1694.9,2.5,8,42,Fastened,No
2025-06-03 14:56:27,EXC005,OP1001,Rainy,1733.0,0.9,4,25,Fastened,No
2025-06-09 11:46:44,EXC003,OP1005,Cloudy,1737.8,4.6,6,59,Fastened,No
2025-06-05 05:38:36,EXC003,OP1005,Cloudy,1742.2,4.9,8,38,Fastened,No
2025-06-09 22:49:41,EXC002,OP1005,Windy,1700.8,6.3,11,71,Fastened,No
2025-06-08 11:34:42,EXC001,OP1004,Sunny,1728.9,1.8,6,24,Fastened,No
2025-06-11 12:00:29,EXC004,OP1001,Sunny,1712.5,2.6,8,17,Fastened,No
2025-06-07 09:36:57,EXC005,OP1007,Windy,1737.4,2.4,7,1,Fastened,No
2025-06-18 15:06:21,EXC001,OP1005,Rainy,1735.6,1.0,2,79,Fastened,Yes
2025-06-13 16:27:38,EXC005,OP1008,Sunny,1743.6,3.1,9,18,Fastened,No
2025-06-06 18:02:45,EXC001,OP1008,Windy,1740.5,0.6,0,22,Fastened,No
2025-06-17 00:36:48,EXC005,OP1006,Rainy,1748.4,4.0,7,60,Fastened,No
2025-06-10 14:57:24,EXC001,OP1001,Windy,1747.5,4.0,9,14,Fastened,No
2025-06-11 00:27:25,EXC002,OP1007,Cloudy,1706.0,4.1,10,27,Fastened,No
2025-06-15 18:13:16,EXC005,OP1009,Sunny,1752.8,3.7,9,20,Fastened,No
2025-06-18 02:01:10,EXC002,OP1008,Sunny,1710.4,1.4,2,25,Fastened,No
2025-06-10 13:21:49,EXC005,OP1004,Sunny,1759.4,4.5,11,31,Fastened,No
2025-06-16 23:48:45,EXC004,OP1003,Rainy,1718.8,2.9,6,49,Fastened,No
2025-06-13 05:20:03,EXC004,OP1004,Rainy,1724.7,1.0,4,44,Fastened,No
2025-06-13 15:00:22,EXC002,OP1008,Rainy,1715.4,4.5,8,62,Fastened,No
2025-06-11 01:11:41,EXC004,OP1008,Sunny,1731.2,5.6,11,13,Fastened,No
2025-06-19 19:24:31,EXC004,OP1001,Sunny,1736.5,4.2,10,7,Fastened,No
2025-06-14 09:23:29,EXC004,OP1005,Cloudy,1741.5,2.3,5,54,Fastened,No
2025-06-09 21:01:45,EXC001,OP1006,Windy,1752.5,4.6,9,28,Fastened,No
2025-06-13 03:19:02,EXC003,OP1002,Windy,1747.6,4.1,9,34,Fastened,No
2025-06-15 23:46:19,EXC004,OP1008,Sunny,1748.3,3.8,9,17,Fastened,No
2025-06-14 00:08:17,EXC001,OP1005,Windy,1757.8,6.4,13,61,Fastened,No
2025-06-10 19:50:25,EXC001,OP1002,Rainy,1764.3,5.7,13,30,Fastened,No
2025-06-17 11:41:01,EXC004,OP1005,Sunny,1754.0,9.0,16,36,Fastened,No
2025-06-19 13:32:47,EXC003,OP1002,Sunny,1753.7,1.8,3,46,Unfastened,Yes
2025-06-22 14:30:19,EXC001,OP1008,Sunny,1769.8,0.5,0,22,Fastened,No
2025-06-20 16:21:09,EXC001,OP1002,Sunny,1775.2,4.7,11,27,Fastened,No
2025-06-24 09:24:31,EXC002,OP1010,Rainy,1719.8,3.1,8,68,Fastened,No
2025-06-14 22:32:32,EXC003,OP1009,Sunny,1760.6,5.1,11,28,Unfastened,Yes
2025-06-18 08:21:13,EXC004,OP1002,Windy,1760.7,5.4,13,41,Fastened,No
2025-06-11 11:28:48,EXC004,OP1006,Cloudy,1765.6,5.2,12,20,Fastened,No
2025-06-19 22:07:17,EXC004,OP1005,Sunny,1770.9,2.5,4,48,Fastened,No
2025-06-26 22:44:12,EXC005,OP1009,Cloudy,1765.9,2.0,6,34,Fastened,No
2025-06-21 00:56:42,EXC003,OP1004,Sunny,1767.5,4.4,10,33,Fastened,No
2025-06-27 18:50:04,EXC004,OP1007,Windy,1776.3,2.8,6,16,Fastened,No
2025-06-26 09:28:18,EXC005,OP1004,Cloudy,1771.9,4.2,8,38,Fastened,No
2025-06-27 14:56:46,EXC004,OP1003,Windy,1780.8,2.7,5,37,Unfastened,Yes
2025-06-20 02:02:06,EXC002,OP1009,Cloudy,1724.2,4.7,12,20,Fastened,No
2025-06-18 04:40:11,EXC003,OP1004,Windy,1773.6,1.4,3,25,Fastened,No
2025-06-19 04:24:27,EXC004,OP1008,Windy,1784.8,0.9,3,29,Fastened,No
2025-06-20 06:59:55,EXC005,OP1006,Sunny,1778.6,2.5,6,32,Fastened,No
2025-06-19 16:11:06,EXC002,OP1008,Sunny,1730.3,4.8,10,19,Fastened,No
2025-06-27 10:01:16,EXC005,OP1007,Sunny,1784.0,0.5,5,19,Unfastened,Yes
2025-06-23 10:31:55,EXC002,OP1008,Windy,1734.5,4.4,10,36,Fastened,No
2025-06-14 10:43:16,EXC003,OP1007,Sunny,1779.8,2.0,5,7,Fastened,No
2025-06-19 13:30:06,EXC002,OP1007,Sunny,1740.3,1.7,5,17,Fastened,No
2025-06-23 20:01:47,EXC001,OP1004,Sunny,1779.8,1.3,4,34,Fastened,No
2025-06-13 04:29:24,EXC002,OP1006,Sunny,1744.9,4.6,10,28,Fastened,No
2025-06-24 18:31:35,EXC003,OP1009,Cloudy,1785.4,4.1,8,30,Fastened,No
2025-06-20 07:58:58,EXC005,OP1009,Cloudy,1788.5,1.3,3,34,Unfastened,Yes
2025-06-17 04:49:39,EXC005,OP1008,Rainy,1794.1,3.5,9,34,Fastened,No
2025-06-16 00:44:14,EXC003,OP1010,Rainy,1789.6,3.4,10,63,Fastened,No
2025-06-21 20:21:01,EXC005,OP1010,Rainy,1798.3,5.2,12,51,Fastened,No
2025-06-16 01:01:50,EXC003,OP1002,Rainy,1796.5,1.4,3,46,Unfastened,Yes
2025-06-15 13:05:10,EXC004,OP1009,Rainy,1791.4,4.0,8,50,Fastened,No
2025-07-01 18:06:29,EXC001,OP1007,Rainy,1784.3,5.7,14,53,Fastened,No
2025-06-28 17:38:21,EXC001,OP1007,Windy,1790.9,3.0,9,40,Fastened,No
2025-07-03 21:03:14,EXC002,OP1001,Cloudy,1751.2,5.0,8,24,Fastened,No
2025-06-19 17:05:25,EXC001,OP1001,Sunny,1797.7,1.2,0,24,Fastened,No
2025-06-30 00:13:06,EXC005,OP1009,Rainy,1803.0,4.5,9,52,Fastened,No
2025-06-29 19:29:06,EXC005,OP1001,Rainy,1810.0,0.5,0,17,Fastened,No
2025-07-01 21:10:08,EXC004,OP1009,Cloudy,1797.9,1.2,5,25,Fastened,No
2025-06-26 04:22:40,EXC004,OP1010,Windy,1803.1,3.7,9,52,Fastened,No
2025-06-30 14:46:25,EXC005,OP1008,Rainy,1814.2,3.7,8,36,Fastened,No
2025-06-26 17:31:48,EXC004,OP1008,Cloudy,1807.7,6.7,15,22,Fastened,No
2025-06-19 19:45:14,EXC003,OP1004,Sunny,1802.6,5.2,15,21,Fastened,No
2025-06-23 06:46:13,EXC002,OP1007,Cloudy,1755.5,0.7,0,20,Fastened,No
2025-06-23 11:54:55,EXC004,OP1003,Windy,1813.1,4.6,8,29,Fastened,No
2025-07-07 09:27:04,EXC005,OP1009,Sunny,1818.9,3.1,6,35,Fastened,No
2025-06-22 06:13:14,EXC003,OP1007,Sunny,1808.5,1.1,1,15,Fastened,No
2025-06-19 21:08:55,EXC002,OP1002,Windy,1760.3,0.5,0,50,Fastened,No
2025-06-21 02:03:14,EXC001,OP1008,Sunny,1802.6,3.7,10,29,Fastened,No
2025-06-23 01:19:36,EXC003,OP1002,Rainy,1812.8,5.3,12,43,Fastened,Yes
2025-07-04 03:44:21,EXC002,OP1002,Rainy,1765.9,1.9,5,75,Unfastened,Yes
2025-07-04 20:17:41,EXC005,OP1005,Rainy,1824.8,6.5,12,67,Fastened,No
2025-06-29 09:17:43,EXC003,OP1003,Sunny,1818.6,1.6,5,27,Fastened,No
2025-06-18 12:46:45,EXC001,OP1008,Cloudy,1808.3,3.1,5,34,Fastened,No
2025-07-09 18:37:25,EXC004,OP1003,Cloudy,1817.8,3.1,7,34,Fastened,No
2025-07-06 16:23:22,EXC002,OP1007,Windy,1770.3,2.2,6,18,Fastened,No
2025-06-26 20:18:58,EXC004,OP1007,Cloudy,1823.2,4.3,11,19,Fastened,No
2025-06-20 17:08:51,EXC003,OP1007,Cloudy,1822.6,3.0,7,2,Fastened,No
2025-07-06 01:53:58,EXC001,OP1003,Windy,1814.7,4.0,8,29,Fastened,No
2025-06-24 06:48:56,EXC004,OP1008,Cloudy,1827.7,3.2,6,24,Fastened,No
2025-07-04 06:23:30,EXC004,OP1004,Sunny,1832.8,4.7,12,36,Fastened,No
2025-07-09 19:23:42,EXC005,OP1006,Cloudy,1830.6,6.6,13,39,Fastened,No
2025-07-02 14:09:42,EXC003,OP1002,Sunny,1828.1,2.8,6,52,Fastened,No
2025-07-05 19:07:24,EXC005,OP1001,Windy,1834.9,4.8,12,20,Fastened,No
2025-07-12 04:16:23,EXC003,OP1009,Sunny,1834.8,5.4,11,40,Unfastened,Yes
2025-07-11 05:09:41,EXC002,OP1002,Cloudy,1775.7,6.4,15,52,Fastened,No
2025-06-25 16:54:52,EXC005,OP1005,Cloudy,1839.0,3.3,6,45,Unfastened,Yes
2025-06-26 22:43:38,EXC003,OP1006,Cloudy,1840.4,6.0,13,43,Fastened,No
2025-07-04 00:42:06,EXC002,OP1009,Rainy,1781.6,4.1,9,38,Fastened,No
2025-07-02 08:46:31,EXC004,OP1003,Sunny,1837.2,5.7,11,36,Fastened,No
2025-07-03 10:18:46,EXC004,OP1007,Cloudy,1841.4,1.3,3,32,Fastened,No
2025-06-23 21:28:38,EXC004,OP1009,Cloudy,1846.2,0.5,0,35,Unfastened,Yes
2025-07-06 00:26:38,EXC001,OP1007,Rainy,1819.8,1.8,5,43,Fastened,No
2025-06-26 15:10:02,EXC003,OP1009,Rainy,1845.7,0.9,2,56,Fastened,No
2025-06-24 05:30:00,EXC003,OP1004,Sunny,1852.5,3.1,9,27,Fastened,No
2025-06-22 11:13:54,EXC002,OP1001,Cloudy,1787.7,1.8,2,11,Fastened,Yes
2025-07-05 01:55:10,EXC001,OP1002,Sunny,1825.7,2.3,6,39,Fastened,No
2025-06-27 06:41:27,EXC005,OP1002,Cloudy,1843.5,3.5,8,57,Fastened,No
2025-07-11 03:05:40,EXC004,OP1004,Rainy,1852.4,2.7,10,30,Fastened,No
2025-06-25 11:43:30,EXC003,OP1005,Sunny,1856.6,2.8,4,34,Fastened,No
2025-07-14 10:07:54,EXC005,OP1007,Windy,1848.9,0.5,2,37,Fastened,No
2025-07-03 17:10:06,EXC004,OP1005,Rainy,1858.5,7.8,14,77,Unfastened,Yes
2025-07-06 07:21:19,EXC002,OP1009,Windy,1792.3,5.1,11,53,Fastened,No
